City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,geoktschai,40.6531,47.7406,22.64,59,33,1.23,AZ,2024-08-02 00:40:35
301,missoula,47.0166,-113.8009,32.03,23,0,0.72,US,2024-08-02 00:40:36
302,crane,31.3974,-102.3501,34.89,25,0,9.18,US,2024-08-02 00:40:37
303,fortuna,40.5982,-124.1573,20.52,82,20,5.66,US,2024-08-02 00:40:38
304,deschutes river woods,43.9915,-121.3584,37.33,25,0,5.66,US,2024-08-02 00:40:39
305,as sulayyil,20.4607,45.5779,34.14,31,10,10.52,SA,2024-08-02 00:40:40
306,ciudad lazaro cardenas,17.9583,-102.2,28.82,74,95,2.06,MX,2024-08-02 00:40:41
307,muyinga,-2.8333,30.3333,14.21,53,5,1.41,BI,2024-08-02 00:40:42
308,kaa-khem,51.6833,94.7333,21.21,48,6,0.15,RU,2024-08-02 00:40:43
309,polyarnyy,69.1989,33.4478,9.93,96,100,3.84,RU,2024-08-02 00:40:44
310,fort st. john,56.2499,-120.8529,21.94,30,40,8.23,CA,2024-08-02 00:40:45
311,rodolfo sanchez taboada,31.7167,-116.5667,22.28,63,41,1.34,MX,2024-08-02 00:40:47
312,siwa oasis,29.2041,25.5195,27.97,44,0,3.34,EG,2024-08-02 00:40:48
313,coahuayana de hidalgo,18.7,-103.6583,28.05,80,98,0.52,MX,2024-08-02 00:40:49
314,baley,51.6,116.6333,20.51,22,7,2.7,RU,2024-08-02 00:40:50
315,akureyri,65.6835,-18.0878,10.96,87,75,4.12,IS,2024-08-02 00:40:51
316,balabac,7.9868,117.0645,24.4,93,100,2.01,PH,2024-08-02 00:40:53
317,urangan,-25.3,152.9,18.31,50,0,5.25,AU,2024-08-02 00:37:22
318,galveston,29.3669,-94.9669,32.27,76,0,4.63,US,2024-08-02 00:40:55
319,sarankhola,22.3082,89.7897,26.26,93,100,5.02,BD,2024-08-02 00:40:56
320,choyr,46.3611,108.3611,19.4,70,75,6.72,MN,2024-08-02 00:40:57
321,pisco,-13.7,-76.2167,16.12,88,75,5.66,PE,2024-08-02 00:40:58
322,vredendal,-31.6683,18.5012,8.31,92,100,0.58,ZA,2024-08-02 00:41:00
323,kendari,-3.945,122.4989,26.36,75,71,0.85,ID,2024-08-02 00:41:01
324,warrnambool,-38.3833,142.4833,10.54,60,100,7.79,AU,2024-08-02 00:41:03
325,qaqortoq,60.7167,-46.0333,5.58,86,19,2.02,GL,2024-08-02 00:36:17
326,kostomuksha,64.571,30.5767,11.43,98,85,2.32,RU,2024-08-02 00:41:05
327,tiznit,29.5833,-9.5,29.94,33,5,0.9,MA,2024-08-02 00:41:06
328,new norfolk,-42.7826,147.0587,11.07,62,18,1.53,AU,2024-08-02 00:41:07
329,kyzylorda,44.8528,65.5092,19.01,52,0,3.0,KZ,2024-08-02 00:41:08
330,buka,40.8108,69.1986,27.3,29,0,1.52,UZ,2024-08-02 00:41:09
331,haiku-pauwela,20.9219,-156.3051,27.34,67,40,11.32,US,2024-08-02 00:41:10
332,pakxan,18.3778,103.6601,23.17,98,100,2.48,LA,2024-08-02 00:41:11
333,shunyi,40.125,116.6453,26.97,89,100,1.0,CN,2024-08-02 00:41:12
334,saudarkrokur,65.7461,-19.6394,9.05,95,89,2.25,IS,2024-08-02 00:41:13
335,kupino,54.3663,77.2981,21.12,73,98,2.7,RU,2024-08-02 00:41:15
336,belmonte,-15.8631,-38.8828,22.04,87,18,3.25,BR,2024-08-02 00:41:16
337,mangaratiba,-22.9597,-44.0406,17.48,84,1,0.81,BR,2024-08-02 00:41:17
338,huarmey,-10.0681,-78.1522,18.01,84,46,3.45,PE,2024-08-02 00:41:18
339,marand,38.4329,45.7749,19.78,59,0,2.17,IR,2024-08-02 00:41:19
340,iron river,46.0927,-88.6423,23.42,95,98,1.99,US,2024-08-02 00:41:20
341,san luis de la loma,17.2706,-100.8939,28.23,79,72,2.42,MX,2024-08-02 00:41:21
342,lazdynai,54.9422,22.4897,10.75,96,12,2.12,RU,2024-08-02 00:41:22
343,harper,4.375,-7.7169,24.01,86,91,4.88,LR,2024-08-02 00:41:23
344,talodi,10.6325,30.3797,21.3,92,100,0.33,SD,2024-08-02 00:41:24
345,st. john's,47.5649,-52.7093,22.1,90,75,9.26,CA,2024-08-02 00:41:25
346,iwanai,42.9744,140.5089,29.29,63,30,1.74,JP,2024-08-02 00:41:26
347,castillos,-34.1667,-53.8333,18.59,78,94,4.86,UY,2024-08-02 00:41:28
348,jutai,-5.1833,-68.9,22.65,97,81,1.72,BR,2024-08-02 00:41:29
349,kujang-up,39.8672,126.0303,24.41,97,100,0.51,KP,2024-08-02 00:41:30
350,noumea,-22.2763,166.4572,19.99,76,100,3.02,NC,2024-08-02 00:41:31
351,guarapari,-20.6667,-40.4975,21.05,72,0,0.89,BR,2024-08-02 00:41:32
352,bel ombre,-4.6167,55.4167,25.91,83,40,4.12,SC,2024-08-02 00:41:33
353,conception bay south,47.4999,-52.9981,21.97,92,100,6.17,CA,2024-08-02 00:41:34
354,meadow lake,34.8014,-106.5436,32.01,19,100,2.74,US,2024-08-02 00:41:35
355,el campo,29.1966,-96.2697,31.82,70,0,3.6,US,2024-08-02 00:41:36
356,lazaro cardenas,17.9583,-102.2,28.82,74,95,2.06,MX,2024-08-02 00:41:38
357,mek'ele,13.4967,39.4753,15.8,87,100,0.37,ET,2024-08-02 00:41:39
358,doda,33.1333,75.5667,23.55,83,44,0.77,IN,2024-08-02 00:41:40
359,kachug,53.9606,105.8817,18.74,82,100,2.01,RU,2024-08-02 00:41:41
360,tateyama,34.9833,139.8667,27.36,77,10,2.17,JP,2024-08-02 00:41:42
361,birni n konni,13.7956,5.2553,28.28,68,100,3.81,NE,2024-08-02 00:41:43
362,klaksvik,62.2266,-6.589,12.51,99,100,10.2,FO,2024-08-02 00:41:44
363,raduzhny,62.0961,77.475,17.62,72,100,3.48,RU,2024-08-02 00:41:45
364,cabugao,17.7931,120.4578,29.94,72,9,1.93,PH,2024-08-02 00:41:46
365,krasnoshchekovo,51.6708,82.7289,21.12,64,4,2.3,RU,2024-08-02 00:41:48
366,la ronge,55.1001,-105.2842,23.14,35,40,7.72,CA,2024-08-02 00:41:49
367,flin flon,54.7682,-101.865,23.75,36,4,4.77,CA,2024-08-02 00:41:50
368,monte alegre,-2.0078,-54.0692,25.89,61,42,1.38,BR,2024-08-02 00:41:51
369,contamana,-7.3333,-75.0167,26.74,45,4,1.9,PE,2024-08-02 00:41:52
370,odda,60.0691,6.5457,13.76,81,0,0.74,NO,2024-08-02 00:41:53
371,calvinia,-31.4707,19.776,6.21,32,0,0.94,ZA,2024-08-02 00:41:54
372,bamboo flat,11.7,92.7167,27.05,89,75,0.51,IN,2024-08-02 00:41:55
373,caleta de carquin,-11.0925,-77.6267,17.89,83,10,2.88,PE,2024-08-02 00:41:56
374,plettenberg bay,-34.0527,23.3716,9.91,76,0,2.72,ZA,2024-08-02 00:41:57
375,timizart,36.8,4.2667,30.2,27,0,2.1,DZ,2024-08-02 00:41:58
376,itaituba,-4.2761,-55.9836,26.61,43,34,1.01,BR,2024-08-02 00:42:00
377,champerico,14.3,-91.9167,28.16,75,98,1.62,GT,2024-08-02 00:42:01
378,callao,-12.0667,-77.15,18.73,77,12,2.57,PE,2024-08-02 00:40:04
379,badger,64.8,-147.5333,13.95,77,100,3.6,US,2024-08-02 00:42:03
380,tadine,-21.55,167.8833,18.54,85,100,7.28,NC,2024-08-02 00:42:06
381,slave lake,55.2834,-114.769,21.99,53,0,2.06,CA,2024-08-02 00:42:07
382,laguna,38.421,-121.4238,39.8,19,0,4.63,US,2024-08-02 00:42:08
383,pandan,14.0453,124.1694,30.08,69,27,1.86,PH,2024-08-02 00:42:10
384,minas de marcona,-15.2119,-75.1103,11.81,86,61,3.41,PE,2024-08-02 00:42:11
385,antigonish,45.6169,-61.9986,22.86,95,100,2.24,CA,2024-08-02 00:42:12
386,trujillo,-8.116,-79.03,16.98,94,23,2.57,PE,2024-08-02 00:38:46
387,ulsteinvik,62.3432,5.8487,12.4,89,14,2.07,NO,2024-08-02 00:42:14
388,hamilton,39.1834,-84.5333,25.14,90,100,5.36,US,2024-08-02 00:41:44
389,jieshi,22.8134,115.8257,29.01,81,7,4.2,CN,2024-08-02 00:42:16
390,orotina,9.912,-84.5234,28.89,98,100,1.07,CR,2024-08-02 00:42:17
391,benavente,42.0025,-5.6783,19.81,64,5,2.24,ES,2024-08-02 00:42:18
392,antsiranana,-12.2787,49.2917,21.38,69,1,6.62,MG,2024-08-02 00:42:19
393,rio gallegos,-51.6226,-69.2181,2.03,100,100,4.12,AR,2024-08-02 00:42:21
394,senillosa,-39.0,-68.4167,8.88,42,100,2.07,AR,2024-08-02 00:42:22
395,campo verde,-20.4167,-54.0667,21.81,34,0,2.58,BR,2024-08-02 00:42:23
396,mili,6.0815,171.735,28.19,74,90,2.13,MH,2024-08-02 00:42:24
397,kabare,-2.4683,28.8242,17.17,56,56,0.55,CD,2024-08-02 00:42:25
398,acapulco de juarez,16.8634,-99.8901,29.9,79,75,5.66,MX,2024-08-02 00:37:28
399,puerto baquerizo moreno,-0.9,-89.6,19.59,88,62,3.74,EC,2024-08-02 00:42:27
400,languyan,5.2618,120.0807,26.95,82,100,1.14,PH,2024-08-02 00:42:28
401,togur,58.3631,82.8265,18.79,87,92,1.67,RU,2024-08-02 00:42:29
402,nagato,34.3833,131.2,31.22,71,50,4.46,JP,2024-08-02 00:42:31
403,sainte-menehould,49.0833,4.9,17.94,93,95,0.51,FR,2024-08-02 00:42:33
404,bardai,11.65,7.2333,22.03,92,100,3.09,NG,2024-08-02 00:42:36
405,sandwip,22.4678,91.4561,27.02,89,100,12.67,BD,2024-08-02 00:42:37
406,nar'yan-mar,67.6713,53.087,13.83,92,11,5.02,RU,2024-08-02 00:42:38
407,bonthe,7.5264,-12.505,24.43,91,100,4.58,SL,2024-08-02 00:42:39
408,lewistown,40.5992,-77.5714,29.19,86,0,0.0,US,2024-08-02 00:42:40
409,grand falls-windsor,48.9332,-55.6649,23.06,82,100,0.45,CA,2024-08-02 00:42:41
410,kagizman,40.1567,43.1342,15.15,86,9,1.8,TR,2024-08-02 00:42:42
411,olinda,-8.0089,-34.8553,25.85,69,40,7.2,BR,2024-08-02 00:42:43
412,ghat,24.9647,10.1728,29.16,23,12,1.16,LY,2024-08-02 00:42:44
413,tamiahua,21.2667,-97.45,27.06,84,93,2.14,MX,2024-08-02 00:42:45
414,tselinnoye,53.0833,85.6667,20.6,74,0,1.74,RU,2024-08-02 00:42:46
415,oblivskaya,48.5362,42.5014,19.14,41,89,3.26,RU,2024-08-02 00:42:48
416,metlili chaamba,32.2667,3.6333,33.52,16,0,2.57,DZ,2024-08-02 00:42:49
417,hirara,24.8,125.2833,31.15,84,40,3.6,JP,2024-08-02 00:42:50
418,liman,48.9884,37.8023,18.48,41,92,2.68,UA,2024-08-02 00:42:51
419,staszow,50.5631,21.1659,18.29,88,89,1.19,PL,2024-08-02 00:42:12
420,chibougamau,49.9168,-74.3659,22.79,78,75,0.0,CA,2024-08-02 00:42:53
421,shamva,-17.3116,31.5756,10.48,85,0,0.98,ZW,2024-08-02 00:42:54
422,koungheul,13.9833,-14.8,25.87,76,100,4.88,SN,2024-08-02 00:42:55
423,zhangatas,43.5667,69.75,28.38,24,0,3.88,KZ,2024-08-02 00:42:56
424,luba,3.4568,8.5547,24.9,85,100,4.16,GQ,2024-08-02 00:42:57
425,xiangyang,32.0422,112.1448,27.69,84,60,3.1,CN,2024-08-02 00:42:58
426,olyokminsk,60.3736,120.4264,18.53,36,88,1.94,RU,2024-08-02 00:43:00
427,mbeya,-8.9,33.45,9.69,84,15,2.79,TZ,2024-08-02 00:43:01
428,pimentel,-6.8367,-79.9342,18.16,82,100,6.69,PE,2024-08-02 00:43:02
429,salalah,17.0151,54.0924,24.05,100,100,3.09,OM,2024-08-02 00:43:03
430,peace river,56.2501,-117.286,25.17,35,0,5.66,CA,2024-08-02 00:39:33
431,fort mcmurray,56.7268,-111.381,24.77,38,75,4.63,CA,2024-08-02 00:43:05
432,quibdo,5.6947,-76.6611,25.19,94,100,0.0,CO,2024-08-02 00:43:06
433,igarka,67.4667,86.5833,16.06,75,100,3.53,RU,2024-08-02 00:43:07
434,tumaco,1.7986,-78.8156,25.11,82,90,2.41,CO,2024-08-02 00:43:08
435,la passe,45.5549,-0.8967,19.13,84,1,3.83,FR,2024-08-02 00:43:09
436,charqueada,-22.5097,-47.7781,17.21,40,0,1.17,BR,2024-08-02 00:43:10
437,sao miguel do araguaia,-13.275,-50.1628,24.58,27,2,3.09,BR,2024-08-02 00:43:11
438,princeville,45.7668,-61.2985,22.48,97,100,4.63,CA,2024-08-02 00:43:12
439,harstad,68.799,16.5293,13.78,95,100,1.83,NO,2024-08-02 00:43:13
440,dhidhdhoo,6.8833,73.1,28.45,76,100,5.29,MV,2024-08-02 00:43:14
441,aripuana,-9.1667,-60.6333,25.71,41,10,0.81,BR,2024-08-02 00:43:16
442,kankakee,41.15,-87.8667,26.92,83,75,0.0,US,2024-08-02 00:43:17
443,skovorodino,53.9833,123.9167,20.65,36,9,0.55,RU,2024-08-02 00:43:18
444,ancud,-41.8697,-73.8203,9.26,93,100,6.16,CL,2024-08-02 00:43:19
445,agbabu,6.5886,4.8343,22.75,98,100,0.85,NG,2024-08-02 00:43:20
446,kasongo-lunda,-6.4667,16.8167,20.88,55,27,1.03,CD,2024-08-02 00:43:21
447,la mira,18.035,-102.3266,28.02,77,98,2.1,MX,2024-08-02 00:43:23
448,sitka,57.0531,-135.33,15.94,72,75,2.57,US,2024-08-02 00:43:24
449,jumla,29.2747,82.1838,15.45,90,99,0.31,NP,2024-08-02 00:43:25
450,kyzyl,51.7,94.45,20.87,47,5,1.22,RU,2024-08-02 00:43:26
451,gadzhiyevo,69.2551,33.3362,10.0,97,100,3.97,RU,2024-08-02 00:43:27
452,mount isa,-20.7333,139.5,22.87,40,0,4.12,AU,2024-08-02 00:43:28
453,agat village,13.3886,144.6585,29.06,91,40,3.09,GU,2024-08-02 00:43:29
454,quellon,-43.1167,-73.6167,8.94,87,100,9.34,CL,2024-08-02 00:43:30
455,egilsstadir,65.2653,-14.3948,8.95,93,75,1.54,IS,2024-08-02 00:43:32
456,vilhena,-12.7406,-60.1458,23.19,37,1,1.44,BR,2024-08-02 00:43:33
457,mhamid,29.82,-5.72,32.72,12,1,2.75,MA,2024-08-02 00:43:34
458,n'dalatando,-9.2978,14.9116,14.99,91,73,0.51,AO,2024-08-02 00:43:35
459,neyshabur,36.2133,58.7958,25.5,35,5,1.67,IR,2024-08-02 00:43:36
460,dalandzadgad,43.5708,104.425,20.41,61,5,6.65,MN,2024-08-02 00:43:37
461,port douglas,-16.4833,145.4667,21.77,75,54,4.78,AU,2024-08-02 00:38:46
462,port saint john's,-31.6229,29.5448,17.03,60,100,2.17,ZA,2024-08-02 00:38:56
463,gazi,35.3253,25.0669,23.11,69,20,1.54,GR,2024-08-02 00:43:40
464,puerto armuelles,8.2833,-82.8667,26.72,88,100,1.34,PA,2024-08-02 00:43:41
465,aras-asan,8.8908,126.3033,26.18,86,100,2.39,PH,2024-08-02 00:43:42
466,hirakud,21.5167,83.8667,23.49,97,100,4.63,IN,2024-08-02 00:43:43
467,hotan,37.0997,79.9269,28.05,28,5,4.59,CN,2024-08-02 00:43:44
468,ustka,54.5805,16.8619,9.8,72,4,2.34,PL,2024-08-02 00:43:45
469,cill airne,52.05,-9.5167,16.11,98,100,2.36,IE,2024-08-02 00:43:46
470,baotou,40.6522,109.8222,25.3,51,100,1.26,CN,2024-08-02 00:39:14
471,magistral'nyy,56.1725,107.4458,16.99,89,93,0.1,RU,2024-08-02 00:43:49
472,kikwit,-5.041,18.8162,27.78,34,99,0.94,CD,2024-08-02 00:43:50
473,kalmunai,7.4167,81.8167,27.06,73,100,1.84,LK,2024-08-02 00:43:51
474,laurentides,46.4334,-74.9826,22.62,69,0,0.82,CA,2024-08-02 00:43:53
475,inhambane,-23.865,35.3833,18.39,79,0,2.38,MZ,2024-08-02 00:43:54
476,binhe,32.6883,112.8275,28.6,77,0,5.95,CN,2024-08-02 00:43:55
477,lepsy,46.235,78.9456,25.41,31,31,2.42,KZ,2024-08-02 00:43:56
478,i-n-salah,27.1935,2.4607,33.02,14,0,6.19,DZ,2024-08-02 00:43:57
479,anna regina,7.2644,-58.5077,26.84,77,42,2.53,GY,2024-08-02 00:43:58
480,kidal,18.4411,1.4078,32.32,41,45,3.22,ML,2024-08-02 00:43:59
481,kununurra,-15.7667,128.7333,26.99,28,5,5.14,AU,2024-08-02 00:44:00
482,yemva,62.59,50.8594,13.38,97,72,1.97,RU,2024-08-02 00:44:01
483,kakamega,0.2842,34.7523,17.29,91,100,1.55,KE,2024-08-02 00:44:02
484,gillette,44.2911,-105.5022,33.51,15,0,2.68,US,2024-08-02 00:44:05
485,pires do rio,-17.2997,-48.2794,20.83,44,17,1.96,BR,2024-08-02 00:44:06
486,nikolayevsk-on-amure,53.1406,140.73,19.16,59,28,2.59,RU,2024-08-02 00:40:10
487,baoding,38.8511,115.4903,30.57,69,5,2.06,CN,2024-08-02 00:44:08
488,shagonar,51.5333,92.8,19.05,53,8,0.34,RU,2024-08-02 00:44:09
489,midvagur,62.0511,-7.1939,12.46,100,100,5.66,FO,2024-08-02 00:44:10
490,sumbawa besar,-8.5,117.4333,29.64,56,6,1.77,ID,2024-08-02 00:44:11
491,ceeldheer,3.8488,47.1806,23.7,85,66,8.0,SO,2024-08-02 00:44:12
492,fale old settlement,-9.3852,-171.2468,27.59,68,0,7.95,TK,2024-08-02 00:44:13
493,koh kong,11.6175,102.9806,27.45,82,100,0.93,KH,2024-08-02 00:44:14
494,pipraich,26.8264,83.53,27.8,80,100,2.42,IN,2024-08-02 00:44:15
495,ketchikan,55.3422,-131.6461,20.26,49,40,5.66,US,2024-08-02 00:44:16
496,berdigestyakh,62.0989,126.6992,17.11,35,0,3.32,RU,2024-08-02 00:44:17
497,kupang,-10.1667,123.5833,29.32,61,20,6.69,ID,2024-08-02 00:44:18
498,sao tome,0.3365,6.7273,23.02,81,97,4.02,ST,2024-08-02 00:44:19
499,winnemucca,40.973,-117.7357,39.03,8,0,3.09,US,2024-08-02 00:44:21
500,howrah,22.5892,88.3103,28.0,94,100,4.12,IN,2024-08-02 00:44:22
501,palangkaraya,-2.2,113.8333,27.78,78,80,1.18,ID,2024-08-02 00:44:23
502,charlestown,-32.95,151.6667,16.69,77,100,1.79,AU,2024-08-02 00:44:24
503,carauari,-4.8828,-66.8958,26.94,61,74,1.43,BR,2024-08-02 00:44:25
504,laela,-8.5667,32.05,11.68,60,0,0.51,TZ,2024-08-02 00:44:26
505,lithgow,-33.4833,150.15,7.03,88,56,2.55,AU,2024-08-02 00:44:27
506,korla,41.7597,86.1469,28.1,37,0,0.81,CN,2024-08-02 00:44:28
507,shenjiamen,29.9576,122.298,28.97,85,0,4.1,CN,2024-08-02 00:44:29
508,korablino,53.9164,40.0133,12.05,96,100,3.34,RU,2024-08-02 00:44:30
509,margate,51.3813,1.3862,17.39,89,40,1.93,GB,2024-08-02 00:41:37
510,pemba,-12.974,40.5178,22.39,94,20,5.36,MZ,2024-08-02 00:44:32
511,najran,17.4924,44.1277,30.36,45,100,3.78,SA,2024-08-02 00:44:33
512,briviesca,42.5499,-3.3232,17.08,98,32,2.15,ES,2024-08-02 00:44:34
513,chonchi,-42.6128,-73.8092,8.56,92,100,4.56,CL,2024-08-02 00:44:35
514,kirakira,-10.4544,161.9205,28.99,73,30,5.05,SB,2024-08-02 00:44:36
515,cedeira,43.6797,-8.0209,17.76,51,20,3.46,ES,2024-08-02 00:44:38
516,pokrovsk,48.282,37.1758,16.5,45,8,3.59,UA,2024-08-02 00:44:39
517,happy valley-goose bay,53.3168,-60.3315,17.17,88,75,5.66,CA,2024-08-02 00:44:40
518,thurles,52.6819,-7.8022,15.82,92,68,3.2,IE,2024-08-02 00:44:41
519,pudozh,61.8099,36.5345,14.69,88,100,1.67,RU,2024-08-02 00:44:42
520,vilyuysk,63.7553,121.6247,16.64,44,0,0.79,RU,2024-08-02 00:44:43
521,jindabyne,-36.4167,148.6333,8.1,54,6,0.45,AU,2024-08-02 00:44:44
522,jayapura,-2.5333,140.7,30.66,69,14,1.58,ID,2024-08-02 00:44:45
523,buon ma thuot,12.6667,108.05,24.42,88,65,0.87,VN,2024-08-02 00:44:46
524,kenscoff,18.4506,-72.2869,16.04,91,100,2.75,HT,2024-08-02 00:44:47
525,bilokurakyne,49.5341,38.7307,15.99,52,72,2.8,UA,2024-08-02 00:44:48
526,kapuskasing,49.4169,-82.4331,26.0,65,75,5.66,CA,2024-08-02 00:44:01
527,sierpc,52.8568,19.6691,12.75,78,84,2.93,PL,2024-08-02 00:44:50
528,papao,-17.75,-149.55,25.82,66,3,6.94,PF,2024-08-02 00:44:51
529,lewisburg,35.4492,-86.7889,30.44,72,100,1.87,US,2024-08-02 00:41:05
530,nguti,5.3299,9.4185,22.29,97,100,0.88,CM,2024-08-02 00:44:53
531,usinsk,65.9939,57.5281,15.23,86,23,4.45,RU,2024-08-02 00:44:54
532,mejit,10.2753,170.8646,28.57,70,11,3.1,MH,2024-08-02 00:44:56
533,lisala,2.15,21.5167,21.49,94,28,1.37,CD,2024-08-02 00:44:57
534,asau,46.4333,26.4,18.51,59,100,1.54,RO,2024-08-02 00:44:58
535,wlodawa,51.55,23.55,14.99,44,2,2.07,PL,2024-08-02 00:44:59
536,sodra sandby,56.5667,16.6167,13.83,83,100,2.27,SE,2024-08-02 00:45:00
537,borazjan,29.2666,51.2159,34.03,30,11,0.96,IR,2024-08-02 00:45:01
538,hovd,48.0056,91.6419,20.41,38,57,0.73,MN,2024-08-02 00:45:02
539,muisne,0.6,-80.0333,24.25,83,100,1.51,EC,2024-08-02 00:45:03
540,bam,29.106,58.357,32.82,13,10,5.78,IR,2024-08-02 00:45:05
541,kwang binh,17.4833,106.6,26.91,80,100,3.09,VN,2024-08-02 00:45:07
542,bandundu,-3.3167,17.3667,24.92,44,100,1.39,CD,2024-08-02 00:45:09
543,nouadhibou,20.931,-17.0347,22.99,78,0,10.29,MR,2024-08-02 00:45:10
544,singleton,-32.5667,151.1833,11.62,96,100,1.35,AU,2024-08-02 00:45:11
545,martinsville,36.6915,-79.8725,28.43,75,0,1.54,US,2024-08-02 00:45:12
546,kamaishi,39.2667,141.8833,26.44,76,38,3.01,JP,2024-08-02 00:45:13
547,spokoynaya,44.2468,41.4015,14.73,73,0,2.52,RU,2024-08-02 00:45:14
548,sao jose da coroa grande,-8.8978,-35.1478,24.45,70,0,6.51,BR,2024-08-02 00:45:15
549,hobyo,5.3505,48.5268,24.5,80,74,11.57,SO,2024-08-02 00:45:16
550,kayes,14.0,-11.0,26.24,78,100,2.82,ML,2024-08-02 00:45:17
551,maintirano,-18.0667,44.0167,20.65,81,79,2.79,MG,2024-08-02 00:45:18
552,thoubal,24.6333,94.0167,22.62,97,100,0.54,IN,2024-08-02 00:45:20
553,belo sur tsiribihina,-19.7,44.55,15.11,50,0,1.51,MG,2024-08-02 00:45:22
554,cookstown,54.6431,-6.746,15.99,96,99,2.25,GB,2024-08-02 00:45:24
555,rawson,-43.3002,-65.1023,13.77,53,100,7.71,AR,2024-08-02 00:45:25
556,kongolo,-5.3833,27.0,23.34,32,38,0.68,CD,2024-08-02 00:45:26
557,paka,4.6374,103.4368,27.11,80,82,1.49,MY,2024-08-02 00:45:27
558,plaza huincul,-38.926,-69.2086,15.08,10,100,2.24,AR,2024-08-02 00:45:28
559,victorica,-36.2151,-65.4359,15.34,79,100,4.09,AR,2024-08-02 00:45:29
560,dean funes,-30.4204,-64.3498,23.01,44,100,4.94,AR,2024-08-02 00:45:30
561,hami,42.8,93.45,30.13,25,49,5.83,CN,2024-08-02 00:45:31
562,brookings,44.3114,-96.7984,27.28,76,0,1.91,US,2024-08-02 00:42:04
563,nadvoitsy,63.8667,34.3167,10.89,98,100,2.76,RU,2024-08-02 00:45:33
564,busayra,30.7376,35.6078,21.95,49,0,2.13,JO,2024-08-02 00:45:34
565,rabo de peixe,37.8,-25.5833,20.73,83,20,1.03,PT,2024-08-02 00:45:35
566,termoli,41.9888,14.9895,26.71,57,0,2.53,IT,2024-08-02 00:45:36
567,salinopolis,-0.6136,-47.3561,26.77,78,14,4.74,BR,2024-08-02 00:41:48
568,galliano,29.4422,-90.2992,31.11,79,0,0.0,US,2024-08-02 00:45:39
569,enterprise,36.0252,-115.2419,40.74,22,0,4.12,US,2024-08-02 00:45:40
570,csurgo,46.2531,17.1006,22.79,94,100,3.67,HU,2024-08-02 00:45:41
571,thunder bay,48.4001,-89.3168,27.99,65,75,3.6,CA,2024-08-02 00:45:42
572,mont-dore,-22.2833,166.5833,19.99,82,100,2.47,NC,2024-08-02 00:45:43
573,bakchar,57.0186,82.0711,19.41,93,98,1.37,RU,2024-08-02 00:45:44
574,masterton,-40.9597,175.6575,7.83,86,91,3.77,NZ,2024-08-02 00:45:45
575,piti village,13.4626,144.6933,29.03,91,40,3.09,GU,2024-08-02 00:45:46
576,bull savanna,17.8868,-77.5902,25.69,78,99,1.94,JM,2024-08-02 00:45:47
577,borogontsy,62.6683,131.1683,14.2,41,0,2.05,RU,2024-08-02 00:45:48
578,anloga,5.7947,0.8973,24.35,88,98,5.71,GH,2024-08-02 00:45:49
579,ponta delgada,37.7333,-25.6667,21.4,83,20,1.03,PT,2024-08-02 00:45:50
580,amble,55.3333,-1.5833,13.42,94,100,1.54,GB,2024-08-02 00:45:51
581,ar ruways,24.1103,52.7306,32.82,57,17,4.07,AE,2024-08-02 00:45:52
582,sao borja,-28.6606,-56.0044,21.08,72,93,6.92,BR,2024-08-02 00:45:53
583,wainwright,52.839,-110.8572,27.33,32,0,4.34,CA,2024-08-02 00:45:54
